tsne-3d-one,tsne-3d-two,tsne-3d-three,Prompt,Property
-14.292531,6.285159,19.317007, Rewrite this text to project an air of quiet mystery and suspense.,Tone
-14.002917,-14.765783,9.114446, Overflow this text with relentless cheerfulness and positivity. ,Tone
-5.660879,-4.5832295,23.12542, Give this text a somber and mournful tone.,Tone
-0.7926165,2.5815756,28.785423, Make this text sound impatient and demanding. ,Tone
-10.791328,4.1523643,7.5228195,  Rewrite this text from the point of view of the antagonist's loyal sidekick. ,Perspective
-20.382198,5.1907306,6.038533," Rewrite this text from the perspective of a color (e.g., the color blue). ",Perspective
-17.442719,13.828813,-1.7486663, Ground this text in a specific cultural celebration or holiday.,Specificity
17.299995,17.972168,-6.693994," Remove any cultural references, making this text completely universal.",Specificity
3.1846013,26.88097,-6.0097265, Pepper this text with slang words and phrases from a specific generation.,Vocabulary
15.247112,15.275183,-15.149859," Restrict this text to the simplest, most essential words.",Vocabulary
23.019878,-6.8882456,-17.349522, Use predominantly short and choppy sentences to create a sense of urgency.,Sentence Structure
28.506393,6.6055026,-8.988558, Favor passive voice and weak verbs to make the text feel indirect.,Sentence Structure
18.238941,15.34698,4.568864, Highlight a counterintuitive idea or seemingly contradictory element of the text. ,Emphasis
8.86916,0.32268137,-9.910006, Make this text focus on a theme that was only hinted at originally.,Emphasis
-4.112418,2.9640272,-28.61708, Make this text resemble a how-to guide or set of instructions.,Genre
-10.067481,6.7979965,20.87754, Transform this text into a short horror story.,Genre
-17.843153,-15.281758,-0.5735083, Reimagine this text as a rousing and inspirational speech.,Genre
-14.504057,15.713762,20.76719, Convert this text into the opening lines of a blues song. ,Genre
14.23017,18.239756,12.327356, Emulate the sparse and fragmented style of a modernist poem.,Style
-28.150337,-4.258584,4.377276," Rewrite this text using the flowery, sentimental language of a romance novel.",Style
-2.417951,4.9730735,-35.3093, Channel the detached and matter-of-fact style of a technical manual.,Style
-1.3491718,5.068895,29.745813, Give this text an intentionally pretentious and self-important tone. ,Style
-5.0612445,27.833433,3.0169277, Make this text feel like it was written during the Renaissance.,Historical
-8.682708,30.349329,-6.73583, Rewrite this text to sound like a radio news update from the 1960s.,Historical
-15.063975,20.189175,-6.3399487, Add the distinctive rhythms and slang of New York City speech to this text.,Regional
-10.536044,17.715797,-5.5577607, Give this text a strong Southern drawl and colloquial expressions. ,Regional
14.550101,2.4486887,-9.328283, Rewrite this text using jargon from the field of medicine.,Technical
2.0798845,4.7851753,-33.185303, Employ terminology specific to the world of computer programming in this text. ,Technical
-2.4716887,31.570244,5.4292126, Rewrite this text as if it were carved into a stone tablet in ancient Rome.,Archaic
-3.112643,26.194168,-5.7431993, Update the language of this text to resemble a tweet from the early 2000s. ,Archaic
3.557869,13.252738,-24.844818, Restructure this text to resemble a binding non-disclosure agreement.,Legal
11.411812,9.016874,-18.117195, Make this text as straightforward and easy to understand as possible. ,Legal
-9.589125,-8.400955,-16.987232, Center this text around solving a common problem or frustration.,Marketing
-9.7103195,-26.761919,-4.6827807, Rewrite this text to create a strong sense of urgency and scarcity. ,Marketing
12.650011,-3.0233655,12.2181425, Rely on wordplay and puns to make this text humorous.,Humor
22.653854,0.0949374,20.29222," Find the absurdity and humor in everyday, mundane situations.",Humor
6.678577,-5.5392427,32.852654, Expose the hypocrisy of those in positions of power with this text.,Satire
7.2666483,5.0710917,33.893562, Gently poke fun at the latest fashion and beauty trends.,Satire
-24.81432,8.995315,-9.160714, Make this text resonate deeply with new parents. ,Target Audience
-17.700027,6.614284,-16.945442, Rewrite this text specifically to capture the attention of college students.,Target Audience
-28.522346,5.06998,-4.217066, Ensure this text appeals to history and military buffs. ,Target Audience
-20.92299,-7.594594,-5.7603426, Celebrate the beauty and diversity of different cultural backgrounds in this text. ,Inclusivity
-20.710588,2.0218468,-6.996461, Craft this text to break down stereotypes about people with mental illness.,Inclusivity
-11.72719,15.038806,-18.796604, Adapt this text to be more accessible to individuals who are blind or have low vision.,Accessibility
-8.674497,16.593748,-25.598288, Adjust this text to be more easily understood by individuals with ADHD.,Accessibility
-1.597682,20.256323,-14.816649," Translate this text into Mandarin Chinese, aiming for a formal and respectful tone.",Translation
-3.1982512,18.385715,-18.606543," Translate this text into Swahili, keeping your word choice simple and direct. ",Translation
-3.4959671,6.9599323,-27.367971, Rewrite this text as if it were a company memo addressed to employees.  ,Formality
-20.822079,-17.186117,-0.22920915, Rewrite this text as if it were part of a passionate political campaign speech.,Formality
9.435184,17.641357,4.8146195, Condense this text into a haiku or another short poem form.,Conciseness
-0.5101472,3.2954981,-2.8746393," Expand this text into a sprawling, multi-chapter novel.",Conciseness
20.176168,15.98817,4.378744, Rewrite this text in a way that highlights its logical inconsistencies.,Clarity
15.306735,7.703944,-17.275248, Remove jargon to make this text understandable to a wider audience.,Clarity
6.026722,-7.633629,-6.2868156, Use symbolism to subtly represent a deeper meaning in the text.,Figurative Language
19.048136,13.103247,-6.4142485," Strip this text of all figurative language, making it strictly literal. ",Figurative Language
-25.987946,-5.6034203,1.0617158, Make this text radiate warmth and kindness.,Tone
-0.24543945,-1.8246362,28.477905, Infuse this text with a sense of simmering anger and resentment. ,Tone
6.818144,-1.573848,12.633958, Inject a sense of playfulness and lightheartedness into this text. ,Tone
-2.5696263,5.5321383,30.581007, Make this text sound arrogant and self-important.,Tone
-20.7743,8.176642,3.76048, Rewrite this from the point of view of a machine with developing AI.,Perspective
-25.374712,5.1032977,7.018665, Rewrite this text from the perspective of a plant or tree.,Perspective
-11.916681,13.026588,5.5518622, Ground this text in a famous historical event. ,Specificity
14.720292,22.415274,-6.731202, Make this text feel timeless and could belong to any era.,Specificity
8.032155,25.36121,-0.44147164, Pepper this text with obscure scientific terminology.,Vocabulary
17.074677,16.256538,-19.667109, Only use words that a first-grader would understand.,Vocabulary
30.13414,-4.0274997,-9.800996," Use exclusively long, complex, and winding sentences in this text.",Sentence Structure
26.634459,-14.30289,6.1846137," Create a sense of chaos with fragmented, incomplete sentences.",Sentence Structure
12.669457,-24.566595,-12.128911, Draw attention to a seemingly insignificant visual detail.,Emphasis
19.368917,-14.195494,-1.0733807, Repeat a single word or phrase throughout this text for dramatic effect.,Emphasis
-4.091593,24.950493,11.483495, Reimagine this text as a children's bedtime story.,Genre
8.479508,17.923439,11.671155, Reshape this text into the lyrics of a melancholy ballad.,Genre
9.522505,9.682492,17.30537," Transform this text into a fast-paced, action-packed screenplay scene. ",Genre
-7.334887,16.556768,12.675172, Rewrite this text to resemble a classic fable or folktale.,Genre
3.6916065,16.944061,15.699479," Mimic the lyrical, emotional writing style of a Victorian-era novel. ",Style
4.0330887,8.1963415,6.930746, Rewrite this text with the cold detachment of a police report.,Style
30.064974,4.2223263,3.7245216," Channel the free-flowing, improvisational style of jazz music in this text.",Style
-2.3143034,21.818022,10.615159, Give this text the structured and predictable feel of a nursery rhyme.,Style
-8.677286,30.680275,-2.5909386, Make this text sound like a telegram announcement from World War I.,Historical
-5.725472,24.7122,-5.3941298, Rewrite this text to resemble a cutting-edge news article from the year 2050. ,Historical
-18.945932,8.250523,23.323154," Give this text a distinctive ""noir"" detective voiceover feel.",Regional
-18.104784,15.109276,-8.7195215," Add a local flavor to this text, setting it firmly in a small country town.",Regional
11.972602,5.5726604,-7.5745525, Rewrite this text using vocabulary specific to the world of finance and investment.,Technical
-8.354354,2.9929576,-26.341103, Make this text resemble a patent filing for a new invention.,Technical
-2.478909,31.20579,2.3929858, Make this text sound like an ancient prophecy or inscription.,Archaic
-7.7907414,23.760517,3.7223463," Give this text an ""Old Western"" movie dialogue feel.",Archaic
21.619005,15.370105,0.11655942, Make this text sound as confusing and convoluted as possible.,Legal
5.9451957,10.58875,-21.322683, Craft this text to be as straightforward and legally binding as possible.,Legal
-12.819361,-4.8274784,-16.851751, Rewrite this text with a clear focus on the social impact of a product or service.,Marketing
-7.8193254,-28.95597,-8.138068, Inject a sense of  “FOMO” (fear of missing out) into this text.,Marketing
0.679647,3.2466056,25.146898, Make this text intentionally melodramatic and over-the-top. ,Humor
13.816063,-1.7634879,15.161821, Rely on physical comedy and slapstick humor to make this text funny.,Humor
3.3382952,5.4728355,34.60766, Gently mock the pretentiousness of the art world in this text.,Satire
6.6142154,-5.813058,35.632465, Expose the hypocrisy of wellness and self-help gurus in this text.,Satire
-25.238232,8.299455,-4.959063, Make this text resonate deeply with avid readers and book lovers.,Target Audience
-25.224348,4.505111,-14.95568, Tailor this text to appeal to dedicated environmentalists.,Target Audience
-31.089853,2.1726243,-7.7776594, Target this text specifically to people obsessed with true crime stories.,Target Audience
-17.912811,3.5291276,1.1671237, Write this text in a way that challenges traditional gender roles.,Inclusivity
-17.609282,-8.580187,1.4232049, Craft this text to resonate with individuals who have experienced trauma. ,Inclusivity
-14.362627,11.4030285,-21.95496, Adapt this text to be more inclusive for those who are neurodivergent.,Accessibility
10.497453,13.22628,-20.234331, Rewrite this text to be understandable by someone with limited English proficiency. ,Accessibility
1.1275434,21.197361,-9.693517," Translate this text into Arabic, aiming for a poetic and evocative tone.",Translation
3.0157368,22.16572,-15.331744," Translate this text into Russian, favoring a direct and matter-of-fact style. ",Translation
-19.41813,-3.4048328,9.947577, Rewrite this text as if it were private diary entries.,Formality
-28.756334,-0.17003053,2.5370991, Compose this text to have the tone of a eulogy. ,Formality
5.540626,8.775853,-6.956589," Condense this text into a single, powerful quote.",Conciseness
-3.6969497,1.2976611,-18.437143, Expand this text into a comprehensive white paper or research report.,Conciseness
-0.909564,3.6971157,-28.691044, Rewrite this text as a series of clearly numbered step-by-step instructions.  ,Clarity
10.562335,23.880938,-0.76005584," Obscure the meaning of this text, making it enigmatic and mysterious.",Clarity
-1.1976131,-7.8037796,-0.40234625, Use personification to give inanimate objects human-like qualities.,Figurative Language
6.336955,-8.619701,-1.2442815, Weave a tapestry of contrasting metaphors throughout this text.,Figurative Language
-18.03831,21.117903,5.997589, Infuse this text with a sense of longing and nostalgia.,Tone
-1.1148139,-3.3687568,28.094374, Make this text bristle with barely contained rage.,Tone
-26.21292,-3.318425,2.9558215, Rewrite this text with a gentle and compassionate tone.,Tone
0.54546666,5.3634653,32.18435, Project an air of snobby elitism and condescension with this text.,Tone
-22.0343,7.234596,9.183595, Rewrite this text from the point of view of the shadow of an object.,Perspective
-14.125539,5.647783,6.4377074, Rewrite this text from the perspective of a minor character in a movie.,Perspective
-16.055983,15.315506,0.60507876, Focus this text on the precise details of a particular historical event.,Specificity
17.859838,21.466728,-6.907021," Make this text feel timeless, avoiding any references to specific eras. ",Specificity
5.0139813,26.309647,-2.311433, Pepper this text with words derived from Latin or Greek. ,Vocabulary
16.475042,7.055124,-7.9228287, Replace complex words in this text with their simpler Anglo-Saxon equivalents. ,Vocabulary
28.48392,-3.791363,-18.52152, Use exclusively declarative sentences to create a matter-of-fact feel.,Sentence Structure
5.957897,9.81356,1.5317392,"  Favor questions throughout this text, leaving answers open to interpretation.",Sentence Structure
12.683369,-24.081024,-11.000718, Draw attention to a seemingly insignificant sensory detail within the text.,Emphasis
12.977207,-16.54415,-4.1573443, Introduce a recurring motif to reinforce a central theme.,Emphasis
-0.62341624,25.664747,11.688381, Reimagine this as a children's picture book with minimal text.,Genre
8.699742,11.171321,20.80596, Convert this text into a dramatic monologue for a stage play.,Genre
-13.835573,11.814267,18.290066, Make this text resemble the opening chapter of a fantasy novel. ,Genre
9.148604,17.121151,11.246186, Transform this text into a set of song lyrics for a country music ballad.,Genre
0.7756801,16.543869,18.90736, Mimic the elegant and refined style of Jane Austen.,Style
-9.464897,19.935987,0.43528977," Inject the raw, gritty energy of beat poetry into this text.",Style
17.419697,18.613102,12.109463," Give this text the disjointed, experimental feel of a Dadaist poem.  ",Style
-21.913788,-4.521627,11.895239, Channel the confessional and cathartic style of a personal blog post. ,Style
-9.38581,27.610117,0.7831842, Make this text feel like a news bulletin from the American Civil War era.,Historical
-5.3976936,28.814095,-6.3981423, Rewrite this text to sound like a promotional video from the 1980s.,Historical
-10.828375,21.002373,-6.0730467, Add a distinctly Australian voice and slang to this text.,Regional
-21.770489,17.449566,-6.4403505, Ground this text firmly in the atmosphere of bustling Tokyo.,Regional
-3.987401,3.9542089,-30.93516, Rewrite this text to resemble a software user manual.,Technical
-5.958534,0.11675885,-22.50539, Make this text read like a scientific research abstract. ,Technical
-0.93797785,27.55889,2.888157, Make this text resemble a medieval illuminated manuscript. ,Archaic
-1.6739191,32.01099,5.737422, Rewrite this as if it were chiseled onto a stone tablet from ancient Egypt.,Archaic
25.460106,15.348864,2.731712, Add confusing loopholes and legalese to complicate this text.,Legal
4.9802165,13.475512,-23.517735," Make this text resemble a plain-language, user-friendly terms of service agreement.",Legal
-14.606137,-9.257226,-18.740961, Center this text around highlighting the unique features of a product or service.,Marketing
-19.38177,-8.036672,-17.701672, Craft this text to evoke a sense of luxury and exclusivity.,Marketing
22.166027,-1.3142023,20.635593, Find the absurdity and humor in an otherwise serious or somber situation.,Humor
17.405079,-7.882484,20.587275," Rely on deadpan humor, delivering jokes with a completely straight face.",Humor
8.970599,-10.043778,33.413864, Expose the absurdity of social media trends with this text.,Satire
4.2914767,5.270929,35.001915, Gently mock the self-seriousness of the fine art world. ,Satire
-25.450264,7.6364317,-1.2218919, Make this text resonate deeply with animal lovers.,Target Audience
-25.82744,1.8608437,-14.032348, Tailor this text to appeal to individuals seeking spiritual growth and mindfulness. ,Target Audience
-24.237976,2.2642248,-10.017832, Target this text specifically to the highly competitive and ambitious. ,Target Audience
-22.823479,-8.537449,-2.289863, Write this text in a way that affirms and celebrates LGBTQ+ identities. ,Inclusivity
-23.987486,-5.327613,-4.451429," Highlight the diversity of body shapes, sizes, and abilities in this text. ",Inclusivity
-15.565863,13.894613,-21.793312, Adapt this text to be engaging for individuals with dyslexia.,Accessibility
-11.426978,15.994244,-24.650364, Adjust this text to be more easily understood by individuals on the autism spectrum. ,Accessibility
-5.161603,17.497915,-15.36896," Translate this text into Hindi, aiming for a conversational and informal tone.",Translation
-7.499882,22.670645,-12.878261," Translate this text into Portuguese, favoring a Brazilian Portuguese dialect. ",Translation
-1.3816057,11.411391,-8.405684, Rewrite this text as a series of urgent text messages between friends.,Formality
0.0045147804,11.939739,-16.368011, Structure this text as a formal job application cover letter.,Formality
6.2360086,14.926467,-4.97093, Condense this text into a fortune cookie message.,Conciseness
-3.0398145,6.2415795,-3.0888524, Expand this text into a full-length feature film screenplay.,Conciseness
19.511784,17.891468,1.5304528, Rewrite this text as if intentionally trying to confuse and mislead the reader. ,Clarity
11.348359,8.962344,-19.970543, Simplify the language and structure to make this text as clear as possible.,Clarity
3.1061795,-16.676596,0.108535275, Use tactile imagery to create a strong sense of texture in the text. ,Figurative Language
21.716747,2.8381987,8.029822, Use onomatopoeia to inject sound effects into this text.  ,Figurative Language
-18.673082,19.710705,7.914097, Give this text a sense of wistful longing for a bygone era.,Tone
0.5799065,0.021620331,27.004316, Make this text drip with venomous sarcasm and bitterness.  ,Tone
-12.340677,-15.858856,11.344957, Infuse this text with a sense of giddy excitement and anticipation. ,Tone
-2.3222933,-7.5577073,22.89941, Rewrite this text to convey a sense of creeping dread and unease. ,Tone
-19.979448,15.812692,5.1046495, Rewrite this text from the point of view of a beloved childhood toy.,Perspective
-25.913023,5.5545344,11.964755, Rewrite this text from the perspective of a cloud floating across the sky. ,Perspective
24.005894,5.5143046,16.998735," Ground this text in the mundane details of a single, ordinary day.",Specificity
22.190603,17.204744,-4.9568686, Make this text feel otherworldly by removing any connection to Earth.,Specificity
4.932729,25.84054,-5.7141876, Pepper this text with newly-invented slang words (provide definitions).,Vocabulary
14.725608,16.48582,-14.058244, Restrict this text to words containing only a single syllable. ,Vocabulary
27.902859,-1.1435997,-17.836468," Use exclusively short, declarative sentences to create a blunt, forceful tone.",Sentence Structure
29.69867,-3.598923,-5.0586305," Weave together long, flowing sentences that mirror the stream of consciousness.",Sentence Structure
10.8890915,-21.073822,-8.456694, Draw attention to the significance of a particular color in the text.,Emphasis
20.431341,16.17107,8.402528," Introduce a single, jarringly out-of-place element to disrupt the flow of the text.",Emphasis
-3.5180714,21.056408,10.960415, Reimagine this text as a playful children's song or nursery rhyme.,Genre
8.699742,11.171321,20.80596, Convert this text into a dramatic monologue for a stage play.,Genre
-16.775152,7.936487,22.97993, Make this text resemble the opening of a hard-boiled detective novel. ,Genre
7.290222,15.998607,7.1325564, Transform this text into a poignant and introspective poem.,Genre
2.6132147,17.97778,16.282446, Mimic the elegant and ornamental style of Victorian-era prose.,Style
-7.7490597,18.663677,0.3124062," Inject the raw, unfiltered energy of a punk rock song into this text.",Style
19.093233,17.76624,14.066495," Give this text the disjointed, dreamlike quality of surrealist art.  ",Style
-23.538578,-3.0921757,12.500003, Channel the confessional and conversational tone of a podcast interview. ,Style
-11.454994,27.456537,0.52713233, Make this text sound like a letter written during the American Revolutionary War.,Historical
-4.2330337,26.677824,-6.8685985, Rewrite this text to resemble a news bulletin from the 1990s.,Historical
-13.302779,16.219444,-9.922671, Add a distinctly Midwestern American voice and sensibility to this text.,Regional
-22.29118,17.931,-9.953462, Ground this text firmly within the atmosphere of a lively Parisian cafe.,Regional
12.904565,5.538014,-8.682886, Rewrite this text using vocabulary specific to the world of robotics and AI.,Technical
-9.533146,2.644537,-30.34601, Make this text resemble a detailed architectural blueprint.,Technical
0.18620723,29.310797,1.3239957," Make this text resemble a dusty, centuries-old scroll written on parchment.  ",Archaic
-1.282288,30.711437,-7.769282, Rewrite this text in the slang of a rebellious teenager from the 1950s.,Archaic
24.07214,16.670406,4.011051, Add confusing loopholes and deliberately ambiguous phrasing to this text.,Legal
4.3620234,12.499624,-23.000027," Make this text resemble a binding contract written in clear, plain language.",Legal
-13.72757,-6.805277,-18.226871, Center this text around highlighting the environmental impact of a product or service.,Marketing
-18.180191,19.82315,5.5947337, Rewrite this text to create a strong sense of nostalgia and longing.,Marketing
23.212059,0.60467786,20.157072, Find the absurdity and humor in the mundane rituals of daily life.,Humor
4.8380475,1.5733787,20.602657," Rely on self-deprecating humor, making the narrator the butt of the joke.",Humor
3.236641,5.436715,36.38256, Gently mock the pretentiousness and elitism of the wine industry.,Satire
6.0764675,-6.801081,33.43131, Expose the hypocrisy of politicians and political campaigns.,Satire
-24.466227,8.665067,-6.5741973, Make this text resonate deeply with motorcycle and car enthusiasts. ,Target Audience
-23.893244,2.6546857,-17.524326, Tailor this text to appeal to individuals who love home renovation projects. ,Target Audience
-28.171135,2.1982942,-9.711388, Target this text specifically to people obsessed with astrology and horoscopes. ,Target Audience
-25.157593,-9.718375,-3.8393714, Write this text in a way that affirms and celebrates neurodiversity. ,Inclusivity
-21.611769,-5.4835014,-6.175485, Highlight the diversity of religious and spiritual beliefs in this text. ,Inclusivity
-11.4882555,14.2622385,-18.577612, Adapt this text to be engaging for individuals who are visually impaired.,Accessibility
-11.454298,16.931908,-20.971087, Adjust this text to be more easily understood by individuals who are deaf. ,Accessibility
-4.796827,24.201683,-15.39927," Translate this text into Korean, aiming for a youthful and energetic tone.",Translation
-7.2759852,19.096542,-10.431495," Translate this text into Spanish, using a Mexican Spanish dialect. ",Translation
-5.5857153,7.284872,-31.682848, Rewrite this text as if it were instructions on a children's toy assembly manual.,Formality
-16.083797,-15.112596,0.70102376, Compose this text to have the tone of a motivational speech.,Formality
9.801197,17.24877,5.2092366, Condense this text into a haiku or another short form poem.,Conciseness
-1.3634832,0.91874874,-14.365229," Elaborate on this text, incorporating lengthy historical tangents and asides.",Conciseness
9.415362,8.509497,-12.611423, Ensure this text has one central message that is repeated throughout.,Clarity
20.021713,14.879453,2.5302563, Introduce contradictory elements to make this text confusing and ambiguous.,Clarity
9.763958,-24.650171,-6.148889, Use olfactory imagery to evoke powerful smells within the  text.,Figurative Language
5.7197046,-7.5362315,-1.1124613, Weave contrasting metaphors throughout this text to create tension and complexity.,Figurative Language
-4.4685946,-2.6445887,25.680336, Infuse this text with a sense of resignation and quiet despair.,Tone
-13.81772,-14.970721,9.26862, Make this text feel relentlessly cheerful and optimistic.,Tone
-1.1777894,-1.473384,25.469227, Rewrite this text with a tone of thinly-veiled passive-aggressiveness.,Tone
6.0387836,9.97992,-13.926017, Project a sense of absolute and unwavering certainty within this text. ,Tone
-19.516905,10.154912,10.5673895, Rewrite this text from the point of view of a stain on a piece of clothing.,Perspective
-25.697248,9.295598,10.397302, Rewrite this text from the perspective of a dust bunny under the bed. ,Perspective
-16.63339,15.163974,-0.13276505, Focus this text on the precise details of a religious or cultural tradition.,Specificity
19.763536,16.231012,-3.7675097," Make this text as vague and abstract as possible, avoiding specifics. ",Specificity
2.9178593,23.272772,-1.7975136, Pepper this text with words that are considered archaic or obsolete. ,Vocabulary
15.251264,18.495163,-18.792025, Limit this text to words that would appear in a children's picture book.,Vocabulary
24.928064,14.414944,-8.3711605, Use exclusively interrogative sentences (questions) throughout this text. ,Sentence Structure
27.148342,-8.073365,-4.457462,  Favor complex sentences with multiple subordinate clauses. ,Sentence Structure
12.963019,-23.990877,-11.011524, Draw attention to a seemingly insignificant physical action within the text.,Emphasis
8.012368,-8.114872,-6.25026," Introduce a recurring symbol with a deeper, hidden meaning.",Emphasis
-0.6164986,25.67517,11.709438, Reimagine this text as a children's book illustration with minimal text.,Genre
-13.972269,14.086106,19.206917, Convert this text into the opening lines of an epic poem.,Genre
18.591743,6.2956576,20.201057, Make this text resemble a stand-up comedian's observational humor routine. ,Genre
-10.999247,6.6342616,20.722208, Transform this text into a psychological thriller short story.,Genre
-2.9049687,17.20178,14.03254, Mimic the elegant and refined style of a classic fairy tale.,Style
-8.834616,19.49734,-1.3980336," Inject the raw, gritty energy of street slang into this text.",Style
17.735384,17.1915,12.755693," Give this text the disjointed, fragmented feel of experimental poetry.  ",Style
6.701228,11.455469,24.83283, Channel the confessional and conversational tone of a reality TV monologue. ,Style
-7.4621453,29.859175,2.2233582, Make this text feel like a news bulletin from the height of the Roman Empire.,Historical
-5.3501725,30.201525,-7.092995, Rewrite this text to sound like a promotional video from the 1950s.,Historical
-12.72031,19.725513,-8.587238," Add a distinctly New Orleans ""Big Easy"" voice and attitude to this text.",Regional
-21.673958,14.285469,-9.604288, Ground this text firmly in the atmosphere of a remote Alaskan village.,Regional
-4.2078776,4.980942,-30.895372, Rewrite this text to resemble a software user manual.,Technical
-8.561785,2.7954872,-26.192604, Make this text read like a patent application for a novel invention. ,Technical
-0.9390973,27.882029,3.076355, Make this text resemble a medieval tapestry or illuminated manuscript. ,Archaic
1.7708857,18.735806,11.396573," Rewrite this text in the style of Shakespeare, including ""thees"" and ""thous"".",Archaic
25.075563,15.365659,3.3966374, Add confusing loopholes and contradictory legalese to complicate this text.,Legal
6.6094894,11.98174,-26.214561," Make this text resemble an honest, jargon-free explanation of rights.",Legal
-14.17025,-8.082492,-20.948399, Center this text around highlighting the durability and reliability of a product or service.,Marketing
-10.36143,-27.854221,-6.3659725," Craft this text to evoke a sense of fear and urgency, promoting a limited-time offer.",Marketing
24.95275,-2.8851857,20.549307, Find the absurdity and humor in an otherwise frustrating customer service interaction.,Humor
10.040454,-1.0876424,14.536436, Rely on understatement and subtle humor to make this text funny.,Humor
7.330753,-9.712936,33.5699, Expose the absurdity of social media influencers and celebrity culture.,Satire
3.959688,3.505587,36.72053, Gently mock the excesses and self-importance of the wealthy. ,Satire
-23.77192,6.3211927,-6.7441654, Make this text resonate deeply with sports fans of a specific team.,Target Audience
-26.38304,3.005662,-14.946543, Tailor this text to appeal to individuals seeking alternative health and wellness practices. ,Target Audience
-30.537928,1.6575289,-7.690299, Target this text specifically to people obsessed with true crime documentaries. ,Target Audience
-20.565802,-10.468723,-5.3698435, Write this text in a way that affirms the value of non-traditional families. ,Inclusivity
-21.537195,-6.1052103,-6.289028, Highlight the diversity of cultural and religious holidays in this text.,Inclusivity
-6.6480412,16.072193,-22.921606, Adapt this text to be easily understood by individuals with short attention spans. ,Accessibility
-14.837765,13.623014,-20.601482, Adjust this text to be more accessible for individuals with dyslexia. ,Accessibility
-2.5594888,23.576778,-16.330223," Translate this text into Japanese, aiming for a respectful and honorific tone.",Translation
-6.94048,15.791071,-14.242296," Translate this text into Tagalog, favoring a friendly and conversational tone. ",Translation
-2.6984851,8.773166,-30.580269, Rewrite this text as if it were instructions on a shampoo bottle.,Formality
-2.6702085,-1.2172394,-21.137255, Structure this as a formal academic research paper introduction.,Formality
3.9631848,11.10084,-7.598059," Condense this text into a single, impactful tweet.",Conciseness
-4.6021547,4.135417,-15.51335, Expand this text into a series of detailed blog posts. ,Conciseness
9.457465,7.3676915,-16.511768, Rewrite this text to be explicitly clear about its central message.,Clarity
18.740692,16.023926,0.62066954, Introduce misleading elements and red herrings to obscure this text's meaning.,Clarity
18.482998,2.323704,7.111912," Use auditory imagery that focuses on sharp, jarring noises.  ",Figurative Language
11.985646,-20.993422,2.1197462," Use metaphors related to nature and the elements (earth, air, fire, water). ",Figurative Language
6.757236,-1.7128127,12.567896, Give this text a sense of whimsical playfulness.,Tone
-3.101826,1.9963831,28.8451, Make this text sound bitterly cynical and jaded.,Tone
0.42534035,-2.7192326,28.494074, Infuse this text with a sense of righteous indignation.,Tone
-2.063121,-7.0371795,22.797863, Rewrite this text to convey a sense of creeping dread and unease.,Tone
-26.186527,5.402349,6.2700934, Rewrite this text from the point of view of a houseplant.,Perspective
-21.26544,11.912904,8.586941, Rewrite this text from the perspective of a lost sock.,Perspective
-17.330492,13.987936,-1.4843075, Ground this text in the specific details of a holiday celebration.,Specificity
19.749075,16.218985,-4.025374," Make this text as abstract as possible, avoiding any concrete details. ",Specificity
5.028415,26.277483,-2.8536599, Pepper this text with words borrowed from other languages.,Vocabulary
15.351943,17.180086,-18.717302, Limit this text to words that a young child would recognize.,Vocabulary
27.088593,-1.9231108,-16.094368," Use exclusively short, declarative sentences for a punchy effect. ",Sentence Structure
29.618502,-2.6722794,-4.5873504," Weave together long, flowing sentences with a lyrical quality.",Sentence Structure
12.586837,-24.792164,-12.900945, Draw attention to a seemingly insignificant detail about an outfit or appearance.,Emphasis
8.183808,-9.065433,-5.871188, Introduce a symbol whose deeper meaning is gradually revealed.,Emphasis
-4.942594,26.339561,12.050793, Reimagine this text as a heartwarming bedtime story for children. ,Genre
-12.421599,12.137814,20.813698, Convert this text into the opening lines of a science fiction novel.,Genre
19.311481,7.0254316,20.18326, Make this text resemble a stand-up comedian's observational routine.,Genre
12.832669,11.331514,20.866722, Transform this text into a short play script.,Genre
1.0433732,16.551773,18.547924, Mimic the elegant and ornamental style of Jane Austen's writing. ,Style
-7.767004,18.675056,0.3035004," Inject the raw, unfiltered energy of a punk rock anthem into this text.",Style
18.040482,16.77986,14.186384," Give this text the disjointed, fragmented feel of abstract modern art.  ",Style
-22.954544,-3.63767,11.811248, Channel the confessional and conversational tone of a vlog or personal essay. ,Style
-14.7505665,28.211391,0.9843023, Make this text feel like a firsthand account from the Gold Rush era.,Historical
-7.6755776,27.64475,-3.129148, Rewrite this text to sound like propaganda from a bygone political regime.,Historical
-14.733091,19.882107,-7.6860185, Add a distinctly New York City voice and attitude to this text.,Regional
-20.07145,16.703302,-9.6903715, Ground this text firmly in the atmosphere of a quaint English village.,Regional
-4.1067533,4.409758,-31.284655, Rewrite this text to resemble a software user manual.,Technical
-6.246836,-0.18415388,-22.44113, Make this text read like a scientific research paper abstract. ,Technical
0.13659234,26.049839,1.8526353," Make this text resemble a Middle English manuscript, complete with archaic spellings.",Archaic
-7.420846,22.838818,4.3800597, Rewrite this text in the style of Old West cowboy slang. ,Archaic
24.709246,16.896948,3.6214042, Add confusing loopholes and deliberately vague phrasing to this text.,Legal
9.71866,9.356218,-20.494644, Simplify the language and structure of this text to make it legally straightforward.,Legal
-14.5250635,-6.7253256,-19.12844, Center this text around highlighting the sustainability and eco-friendliness of a product or service.,Marketing
